34862
Лeчeбнaя пoвязкa|компресс
Уплoтнeниe, гepмeтизиpoвaнный зaзop мeждy пoдвижнoй и нeпoдвижнoй дeтaлями|сальник
Уплoтнитeльнaя дeтaль мaшины|манжета
Уплата за принадлежность к некоторой географической области?|налог
Уплотнение и утолщение стенок артерий|артериосклероз
Уплотненный округлый кусок чего-нибудь мягкого, рыхлого|ком
Уподобление, слияние, усвоение|ассимиляция
Упокоившийся день|вечер
Уполномоченный организации, коллектива|агент
Уполномоченный посол папы Римского|легат
Упор для ног всадника|стремя
Упор для угловых опор высоковольтной линии электропередач|ригель
Упорядоченная структура изображения (из отдельных точек, зерен)|растр
Упорядоченное чередование ударных и безударных слогов в стихе|метр
Употребление, использование|оборот
Употребляющий пищу|едок
Упражнения в вольтижировке, при которых спортсмен садится на лошадь|седы
Управленец (авто.)?|руль
Управляемая задняя часть крыла самолета?|закрылок
Управляемый конденсатор переменной емкости на полупроводниковом переходе, емкость которого зависит от приложенного напряжения?|варикап
Управляющее устройство на АТС|маркёр
Управляющий поместьем (др.-рим.)|вилик
Управляющий церковным поместьем|фогт
Упражнение актера|этюд
Упражнение в тяжелой атлетике|рывок
Упражнение в тяжелой атлетике|толчок
Упражнение, служащее для развития актерской техники|этюд
Упражнения, которое выполняется посредством умозаключения, вычисления|задача
Упразднение, объявление недействительным|аннулирование
Управляющий, член приората|приор
Упрощенный язык|пиджин
Упругая плетеная сетка для прыжков?|батут
Упруго облегающая повязка|бандаж
Упругое вещество из млечного сока некоторых южных растений|каучук
Упряжная, быстрая на ходу лошадь?|рысак
Упряжное устроойство, жердь, соединенная с передн. осью?|оглобля
Упряжь для быков|ярмо
Упрямая вещь|факт
Упрямство, характер с причудами|норов
Упрямый гужевой транспорт|осел
Упущение по оплошности|зевок
Упыpь, вaмпиp|вурдалак
Упырь, сказочный оборотень|вампир
Ураган большой разрушительной силы, преимущественно в западной части Тихого океана, тропический циклон|тайфун
Ураган, тайфун, циклон; роман Лациса; стих. А. Пушкина|буря
Ураган, тайфун, циклон|буря
Ураза по-христиански|пост
Урезанные брюки|шорты
Уровень активности, бодрости, настроения|тонус
Уровень в иерархии (разряд, категория, звание, чин)|ранг
Уровень квалификации в спорте или профессии|разряд
Уродливое, дурное лицо, морда, рожа, рыло (груб.)|харя
Уродливый карлик, охраняющий подземные сокровища|гном
Урожайная страда|жатва
Уроженец Иордании|араб
Уроженец одной с кем-нибудь местности|земляк
Урок, извлекаемый из жизненного опыта|наука
Уронили мишку на пол, оторвали мишке лапу (автор)|Барто
Уронили мишку на пол, оторвали мишке лапу (имя автора)|Агния
Урочный стол|парта
Усадьба помещика|имение
Усадьба, земельное владение в Латинской Америке|ранчо
